rank,eligible,eligibility_reasons,distribution_ready,distribution_readiness_reasons,apn,site_apns,site_type,parcel_count,residential_zoning,SITUS_ADD,SITUS_CTY,FID,centroid_lon,centroid_lat,score,gross_acres,screenable_acres,excluded_acres,wetland_exclusion_acres,protected_exclusion_acres,farmland_exclusion_acres,city_exclusion_acres,improvement_value,improvement_value_per_acre,flat_fraction,open_fraction,contiguous_acres,mean_slope_deg,estimated_mw,reference_project_mw,reference_battery_mwh,reference_annual_mwh,reference_average_kw,static_pv_export_limit_mw,reference_export_gap_mw,interconnection_path,screened_project_mw,screened_annual_mwh,transmission_distance_m,transmission_Name,transmission_kV,transmission_Owner,transmission_Status,transmission_Type,highway_1_side,highway_1_distance_m,highway_1_viewshed_exposure,highway_1_visible_length_m,highway_1_nearest_visible_distance_m,pge_distance_m,pge_FeederId,pge_FeederName,pge_CSV_LineSection,pge_GenCapacity_kW,pge_GenericPVCapacity_kW,pge_voltage_kv,pge_phase_cnt,pge_ICA_Analysis_Date,pge_Feeder_Name,pge_Substation,pge_Nominal_Voltage,pge_ResCust,pge_ComCust,pge_IndCust,pge_AgrCust,pge_OthCust,pge_Existing_DG,pge_Queued_DG,pge_Total_DG,pge_profile_min_load_kw,pge_profile_peak_load_kw,pge_profile_min_midday_load_kw,fire_hazard,solar_kwh_m2_day,annual_mwh_per_mw,LCP_CODE,GEN_PLAN,BASEZONE,score_contiguous_land,score_flat_fraction,score_open_land_cover,score_undeveloped,score_industrial_reuse,score_distribution_proximity,score_residential_demand,score_evening_peak_demand,score_grid_hosting_capacity,score_solar_resource,score_transmission_proximity,score_low_highway_visibility
26,True,,False,insufficient_static_pv_ica,1330100500,1330100500,greenfield,1,False,44601 KINNEY RD,MANCHESTER,34396,-123.70618964097699,38.97798033680183,0.6987533587391324,83.91254694513721,26.94314301933722,56.96940392579999,14.956744027258612,0.00013097205636501954,46.2057051593764,0.0,0.0,0.0,1.0,0.984,26.909776041774304,0.8740489737367366,4.892686553049874,1.0,4.0,1460.8278200000002,166.7611666666667,0.0,1.0,controlled_export_or_distribution_upgrade,0.0,0.0,2116.4284246969623,PG&E 60kV,60,PG&E,Operational,OH,west,1535.8766979298596,0.009799229655259676,2700.0,1552.465566370924,16.524439917564724,042981101,ELK 1101,4069188,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.6538,1460.8278200000002,R,AG60,AG,1.0,1.0,0.984,1.0,0.0,0.9836113397168513,0.4824175824175824,0.5171584699453552,0.0,0.9450683345856266,0.12046109699441494,0.755019258618508
27,True,,False,insufficient_static_pv_ica,1261200800,1261200800,greenfield,1,False,NONE, ,30678,-123.74362018340022,39.186475081692706,0.697972417961889,34.832734699846256,34.832734699846256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9934640522875817,0.7058823529411765,24.01864307860847,4.563607936638126,4.367026014292449,1.0,4.0,1545.7377699999997,176.4540833333333,0.0,1.0,controlled_export_or_transmission_study,0.0,0.0,26.70564140955007,PG&E 60kV,60,PG&E,Operational,OH,east,736.5402739928925,0.0,0.0,,758.9104948693392,042981101,ELK 1101,3558974,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,RL160,RL,1.0,0.9934640522875817,0.7058823529411765,1.0,0.0,0.46817622964744005,0.4824175824175824,0.5171584699453552,0.0,1.0,0.9736478009409343,1.0
28,True,,False,insufficient_static_pv_ica,1310101600,1310101600,greenfield,1,False,NONE, ,25215,-123.70006756328442,39.10955511120287,0.6911110342365934,194.541349275795,149.26705593130072,45.27429334449428,45.27429334449137,0.0,0.0,0.0,17532.0,90.11965870117128,0.4799405646359584,0.6433878157503715,65.16168909289149,15.195133926038515,11.84757983507118,1.0,4.0,1545.7377699999997,176.4540833333333,0.0,1.0,controlled_export_or_distribution_upgrade,0.0,0.0,114.9679719809438,PG&E 60kV,60,PG&E,Operational,OH,crosses,0.0,0.00413646039634901,1000.0,563.5400428257761,59.495534437592276,042981101,ELK 1101,4603602,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,High,4.9243,1545.7377699999997,R,RL160,RL,1.0,0.4799405646359584,0.6433878157503715,0.9909880341298829,0.0,0.9422397412122028,0.4824175824175824,0.5171584699453552,0.0,1.0,0.8913946930558584,0.8965884900912747
29,True,,False,insufficient_static_pv_ica,1322300100,1322300100,greenfield,1,False,17801 S HWY 1,MANCHESTER,32655,-123.68186951317375,38.99346503880903,0.6862027184341979,88.60375586711983,45.220322695585274,43.383433171534556,43.38343317153479,0.0,0.0,0.0,19176.0,216.4242340782764,0.729064039408867,0.7241379310344828,15.122849345790518,7.57670566231156,2.7496089719619126,1.0,4.0,1460.8278200000002,166.7611666666667,0.0,1.0,controlled_export_or_transmission_study,0.0,0.0,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,44.44449791849838,0.003069754041203651,800.0,580.2738736065647,0.0,042981101,ELK 1101,5044836,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.6538,1460.8278200000002,R,RL160,RL,0.7561424672895259,0.729064039408867,0.7241379310344828,0.9783575765921724,0.0,1.0,0.4824175824175824,0.5171584699453552,0.0,0.9450683345856266,1.0,0.9232561489699087
30,True,,True,,0691710500,0691710500,greenfield,1,True,23400 N HWY 1,FORT BRAGG,8658,-123.79943850310808,39.47959107958291,0.6855688348008917,18.09399064670693,18.09399064670693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7875,14.010875129188275,1.3350430996779807,2.5474318416705954,1.0,4.0,1545.7377699999997,176.4540833333333,0.683,0.31699999999999995,controlled_export_or_distribution_upgrade,0.683,1055.73889691,4896.953257280315,PG&E 60kV,60,PG&E,Operational,OH,west,10.100440895244567,0.05356650525084265,4600.0,106.14367582804728,2.5287832635801513,042761101,FORT BRAGG A 1101,3338370,464.0,683.0,12,3.0,May 2026,FORT BRAGG A 1101,FORT BRAGG A,12,2136,484,66,3,25,1684,2188,3872,1706.0,4575.0,1901.0,High,4.9243,1545.7377699999997,U,RR5(2),RR,0.7005437564594137,1.0,0.7875,1.0,0.0,0.997474411415366,0.7824175824175824,1.0,0.3415,1.0,0.007469305490788859,0.0
31,True,,False,insufficient_static_pv_ica,1322301500,1322301500,greenfield,1,False,17825 S HWY 1,MANCHESTER,39186,-123.68062873426601,38.99004524862135,0.6850016028488664,85.21878620646669,48.93476751895951,36.28401868750718,36.28401868750748,0.0,0.0,0.0,119268.0,1399.5505604954221,0.9272727272727272,0.9,30.02330384826059,5.56426038120548,5.458782517865561,1.0,4.0,1460.8278200000002,166.7611666666667,0.0,1.0,controlled_export_or_transmission_study,0.0,0.0,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,5.172943001788236,0.010787594589034595,3200.0,96.8118914700863,0.0,042981101,ELK 1101,3543288,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.6538,1460.8278200000002,R,RL160,RL,1.0,0.9272727272727272,0.9,0.8600449439504578,0.0,1.0,0.4824175824175824,0.5171584699453552,0.0,0.9450683345856266,1.0,0.7303101352741351
32,True,,False,insufficient_static_pv_ica,1231800200,1231800200,greenfield,1,False,NONE, ,28916,-123.76334486575989,39.22190357439484,0.6833415045425251,34.42213820476807,30.14413224684261,4.278005957925458,4.2780059579249965,0.0,0.0,0.0,0.0,0.0,0.9782608695652174,0.9057971014492754,27.132170885094755,4.332332359948481,4.9331219791081375,1.0,4.0,1545.7377699999997,176.4540833333333,0.38,0.62,controlled_export_or_transmission_study,0.38,587.3803525999999,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,277.093917126091,0.01440260227992622,1700.0,384.7860371456699,169.42302873574437,042981101,ELK 1101,4089499,280.0,380.0,12,3.0,Apr 2025,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,RL160,RL,1.0,0.9782608695652174,0.9057971014492754,1.0,0.0,0.8441517274054883,0.4824175824175824,0.5171584699453552,0.19,1.0,1.0,0.6399349430018445
33,True,,False,insufficient_static_pv_ica,1300400300,1300400300,greenfield,1,False,35375 CLIFF RIDGE RD,ELK,34870,-123.70013470368868,39.11678962142468,0.6828338320557823,140.06199056228164,112.05707574620136,28.004914816080273,28.00491481607999,0.0,0.0,0.0,11546.0,82.43492723220878,0.5694444444444444,0.628968253968254,38.91909758107854,10.039741861705327,7.076199560196098,1.0,4.0,1545.7377699999997,176.4540833333333,0.0,1.0,controlled_export_or_distribution_upgrade,0.0,0.0,475.69123994146213,PG&E 60kV,60,PG&E,Operational,OH,east,685.6523886530722,0.0,0.0,,466.60561351327664,042981101,ELK 1101,3570913,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,RL160,RL,1.0,0.5694444444444444,0.628968253968254,0.9917565072767791,0.0,0.6271273722079257,0.4824175824175824,0.5171584699453552,0.0,1.0,0.6214553332130414,1.0
34,True,,False,insufficient_static_pv_ica,1233500305,1233500305,greenfield,1,False,NONE, ,28253,-123.75667882913133,39.21495891406903,0.6806623264227317,74.25589801079683,71.17090621916095,3.084991791635872,3.084991791634702,0.0,0.0,0.0,0.0,0.0,0.7774294670846394,0.5642633228840125,38.25191305111719,7.592416038641706,6.954893282021308,1.0,4.0,1545.7377699999997,176.4540833333333,0.38,0.62,controlled_export_or_transmission_study,0.38,587.3803525999999,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,549.6732151531795,0.0,0.0,,943.8294335800938,042981101,ELK 1101,4089499,280.0,380.0,12,3.0,Apr 2025,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,RL160,RL,1.0,0.7774294670846394,0.5642633228840125,1.0,0.0,0.38913481254886473,0.4824175824175824,0.5171584699453552,0.19,1.0,1.0,1.0
35,True,,False,insufficient_static_pv_ica,1322200700,1322200700,greenfield,1,False,NONE, ,38977,-123.68368891213714,39.003626922981894,0.6765777666679357,60.16388932502428,56.35330646758115,3.81058285744313,3.8105828574413483,0.0,0.0,0.0,0.0,0.0,0.8549019607843137,0.9019607843137255,44.03417897744886,4.658665596174926,8.006214359536157,1.0,4.0,1545.7377699999997,176.4540833333333,0.0,1.0,controlled_export_or_transmission_study,0.0,0.0,14.842132894402562,PG&E 60kV,60,PG&E,Operational,OH,east,180.4947877322175,0.016802932790735945,3600.0,613.8979763370658,0.0,042981101,ELK 1101,3745190,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,RL160,RL,1.0,0.8549019607843137,0.9019607843137255,1.0,0.0,1.0,0.4824175824175824,0.5171584699453552,0.0,1.0,0.9852674686497945,0.5799266802316014
36,True,,False,insufficient_static_pv_ica,0153303300,0153303300,greenfield,1,False,NONE, ,61450,-123.76994638431111,39.57304299912927,0.670745628764656,54.86769008138106,24.109551026892426,30.758139054488637,30.758139054491412,0.0,0.0,0.0,0.0,0.0,0.9903846153846154,0.8942307692307693,11.564531852663338,3.6624333636499378,2.102642155029698,1.0,4.0,1545.7377699999997,176.4540833333333,0.139,0.861,controlled_export_or_distribution_upgrade,0.139,214.85755002999997,15214.536683935134,PG&E 60kV,60,PG&E,Operational,OH,east,6.036080961409348,0.04263101445563411,1500.0,32.363697406176875,0.0,042761101,FORT BRAGG A 1101,4897557,92.0,139.0,12,3.0,May 2026,FORT BRAGG A 1101,FORT BRAGG A,12,2136,484,66,3,25,1684,2188,3872,1706.0,4575.0,1901.0,Moderate,4.9243,1545.7377699999997,R,RL160,RL,0.5782265926331669,0.9903846153846154,0.8942307692307693,1.0,0.0,1.0,0.7824175824175824,1.0,0.0695,1.0,2.468372352984813e-07,0.0
37,True,,False,insufficient_static_pv_ica,1231402400,1231402400,greenfield,1,True,3500 N HWY 1,ALBION,29625,-123.77314267233122,39.224279382114375,0.6635374204318573,63.93800427561756,38.786446967110116,25.151557308507442,25.15155697491515,0.0019650102286506163,0.0,0.0,0.0,0.0,0.6627906976744186,0.9069767441860465,22.46187917536533,8.733813361054306,4.083978031884605,1.0,4.0,1545.7377699999997,176.4540833333333,0.38,0.62,controlled_export_or_distribution_upgrade,0.38,587.3803525999999,488.98491469124383,PG&E 60kV,60,PG&E,Operational,OH,crosses,0.0,0.014814873436352904,1800.0,120.07635477099262,149.6650653428606,042981101,ELK 1101,4089499,280.0,380.0,12,3.0,Apr 2025,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,RMR40,RMR,1.0,0.6627906976744186,0.9069767441860465,1.0,0.0,0.8609963056390667,0.4824175824175824,0.5171584699453552,0.19,1.0,0.6132485779682934,0.6296281640911774
38,True,,False,insufficient_static_pv_ica,1322300800,1322300800,greenfield,1,False,18001 S HWY 1,MANCHESTER,35616,-123.67545445059105,38.991665463008566,0.6624388389849101,31.759237679647235,27.094146746064347,4.6650909335828885,4.665090933582701,0.0,0.0,0.0,65383.0,2058.708104379357,0.7398373983739838,0.8211382113821138,15.790033875751865,10.776408111472463,2.8709152501367026,1.0,4.0,1460.8278200000002,166.7611666666667,0.0,1.0,controlled_export_or_transmission_study,0.0,0.0,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,678.3721238257709,0.004582558900241305,1700.0,863.6541035702069,84.09683113558464,042981101,ELK 1101,5130486,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.6538,1460.8278200000002, ,RL160,RL,0.7895016937875933,0.7398373983739838,0.8211382113821138,0.7941291895620644,0.0,0.9193422308327831,0.4824175824175824,0.5171584699453552,0.0,0.9450683345856266,1.0,0.8854360274939674
39,True,,False,insufficient_static_pv_ica,0153701300,0153701300,greenfield,1,False,32600 N HWY 1,WESTPORT,13097,-123.77907581959784,39.589118949961744,0.6591820022031146,21.879658614853852,14.786406439918956,7.0932521749348965,7.093252174934424,0.0,0.0,0.0,42520.0,1943.3575609417258,0.9545454545454546,0.9545454545454546,13.566085442547378,4.965595440570806,2.4665609895540688,1.0,4.0,1545.7377699999997,176.4540833333333,0.136,0.864,controlled_export_or_distribution_upgrade,0.136,210.22033671999998,17120.20207631339,PG&E 60kV,60,PG&E,Operational,OH,crosses,0.0,0.06854725338192708,2000.0,39.49359815983549,26.925501140392843,042761101,FORT BRAGG A 1101,3454472,92.0,136.0,12,3.0,May 2026,FORT BRAGG A 1101,FORT BRAGG A,12,2136,484,66,3,25,1684,2188,3872,1706.0,4575.0,1901.0,High,4.9243,1545.7377699999997,R,AG60,AG,0.6783042721273689,0.9545454545454546,0.9545454545454546,0.8056642439058275,0.0,0.9734337585279996,0.7824175824175824,1.0,0.068,1.0,3.6710534616185077e-08,0.0
40,True,,True,,1272900100,1272900100,greenfield,1,False,7351 S HWY 1,ELK,35526,-123.70951945513231,39.11883383817152,0.6588744216428957,88.79733479657905,74.10092216289624,14.696412633682812,14.696412633682115,0.0,0.0,0.0,18092.0,203.74485384551204,0.5987841945288754,0.513677811550152,16.45721840571321,10.56632206304286,2.9922215283114926,1.0,4.0,1545.7377699999997,176.4540833333333,1.18,0.0,static_distribution,0.873,1349.4290732099998,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,10.079902558422008,7.955332379905467e-05,300.0,3380.382768519445,921.2281927847852,042981101,ELK 1101,4435593,820.0,1180.0,12,3.0,Apr 2025,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,RL160,RL,0.8228609202856605,0.5987841945288754,0.513677811550152,0.9796255146154488,0.0,0.3980298833251595,0.4824175824175824,0.5171584699453552,0.59,1.0,1.0,0.9980111669050237
41,True,,False,insufficient_static_pv_ica,1330102900,1330102900,greenfield,1,False,KINNEY RD,MANCHESTER,34397,-123.69984633787179,38.977278592081895,0.6581520183285843,153.80369842645229,133.04528789956112,20.75841052689117,20.665198204432333,0.0,1.3752724621324,0.0,0.0,0.0,1.0,0.945273631840796,126.76506069265582,1.057196917798158,23.04819285321015,1.0,4.0,1460.8278200000002,166.7611666666667,0.0,1.0,controlled_export_or_distribution_upgrade,0.0,0.0,1293.820351969946,PG&E 60kV,60,PG&E,Operational,OH,west,731.4531589762746,0.021076094401671488,3200.0,928.4025112799027,0.0,042981101,ELK 1101,5098644,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.6538,1460.8278200000002, ,AG 60,AG,1.0,1.0,0.945273631840796,1.0,0.0,1.0,0.4824175824175824,0.5171584699453552,0.0,0.9450683345856266,0.27422115805645264,0.47309763995821286
42,True,,False,insufficient_static_pv_ica,1331101600,1331101600,greenfield,1,False,42610 MOUNTAIN VIEW RD,MANCHESTER,39367,-123.66969281416199,38.95672765409902,0.6579413839144983,38.9972173255354,33.83535060012349,5.161866725411912,5.16186672541169,0.0,0.0,0.0,0.0,0.0,0.9605263157894737,0.9605263157894737,31.58006775150373,3.7580401369362764,5.741830500273405,1.0,4.0,1460.8278200000002,166.7611666666667,0.018,0.982,controlled_export_or_distribution_upgrade,0.018,26.29490076,516.4881320462908,PG&E 60kV,60,PG&E,Operational,OH,east,1199.8455809593622,0.001244318310364004,1800.0,3484.221927010665,68.89809753445255,043381101,POINT ARENA 1101,3099438,12.0,18.0,12,3.0,Mar 2026,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002,R,RL160,RL,1.0,0.9605263157894737,0.9605263157894737,1.0,0.0,0.9334217932141123,0.2611721611721612,0.2937704918032787,0.009,0.9450683345856266,0.5966120961012341,0.9688920422408999
43,True,,False,insufficient_static_pv_ica,0270110200,0270110200,greenfield,1,False,NONE, ,37129,-123.72544373872584,38.93435721702496,0.657117021782275,119.95210718934263,68.35121278620453,51.6008944031381,51.60085774569831,3.6657436598950046e-05,0.0,0.0,0.0,0.0,1.0,0.8552631578947368,35.36078008795136,1.6691589602535841,6.429232743263884,1.0,4.0,1460.8278200000002,166.7611666666667,0.196,0.804,controlled_export_or_distribution_upgrade,0.196,286.32225272000005,3887.510105498601,PG&E 60kV,60,PG&E,Operational,OH,west,1211.6665805862795,0.0,0.0,,73.26238379688965,043381101,POINT ARENA 1101,4952220,106.0,196.0,12,3.0,Mar 2026,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002,R,AG60,AG,1.0,1.0,0.8552631578947368,1.0,0.0,0.9293569498269242,0.2611721611721612,0.2937704918032787,0.098,0.9450683345856266,0.020496316221473788,1.0
44,True,,False,insufficient_static_pv_ica,1234101100,1234101100,greenfield,1,False,32500 NAVARRO RIDGE RD,ALBION,28132,-123.73887586649252,39.201240043198055,0.6568384175446434,95.81055885137125,88.98612895135285,6.824429900018401,6.8244299000200925,0.0,0.0,0.0,32207.0,336.1529291355245,0.5231143552311436,0.4233576642335766,32.91443681142642,12.29344818190059,5.984443056622985,1.0,4.0,1545.7377699999997,176.4540833333333,0.0,1.0,controlled_export_or_transmission_study,0.0,0.0,23.218012303985745,PG&E 60kV,60,PG&E,Operational,OH,east,341.4964844613318,0.0,0.0,,927.5780619131506,042981101,ELK 1101,3319370,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997, ,FL160,FL,1.0,0.5231143552311436,0.4233576642335766,0.9663847070864475,0.0,0.39551045314827243,0.4824175824175824,0.5171584699453552,0.0,1.0,0.9770494517502357,1.0
45,True,,False,insufficient_static_pv_ica,0272211701,0272211701,greenfield,1,False,24000 PINE REEF,POINT ARENA,30022,-123.6836213763679,38.914001812527225,0.6550626146614374,65.9396235998493,60.942993125569465,4.996630474279833,4.9966304742800345,0.0,0.0,0.0,0.0,0.0,1.0,0.8884758364312267,53.15236755358726,1.1503260586444866,9.664066827924957,1.0,4.0,1460.8278200000002,166.7611666666667,0.42,0.5800000000000001,controlled_export_or_distribution_upgrade,0.42,613.5476844000001,115.6521182733104,PG&E 60kV,60,PG&E,Operational,OH,east,552.3268119022956,0.0030013863660169303,700.0,902.3581564578407,110.79078889059682,043381101,POINT ARENA 1101,3321373,300.0,420.0,12,3.0,Feb 2025,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002,R,RL160,RL,1.0,1.0,0.8884758364312267,1.0,0.0,0.8951259996443243,0.2611721611721612,0.2937704918032787,0.21,0.9450683345856266,0.8907850572453873,0.9249653408495767
46,True,,False,insufficient_static_pv_ica,1210303000,1210303000,greenfield,1,True,6004 ALBION LITTLE RIVER RD,LITTLE RIVER,29674,-123.75894668962893,39.2471925079561,0.6414875716991087,37.52584868143706,37.28766262796953,0.23818605346752975,0.23818605346682611,0.0,0.0,0.0,115218.0,3070.3636039814596,0.8975903614457831,0.4578313253012048,16.90200809235411,3.8712882540735842,3.0730923804280197,1.0,4.0,1545.7377699999997,176.4540833333333,0.0,1.0,controlled_export_or_distribution_upgrade,0.0,0.0,598.9691186119464,PG&E 60kV,60,PG&E,Operational,OH,east,973.8607255993604,0.0,0.0,,606.0349625734412,042981101,ELK 1101,4005231,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,RMR40,RMR,0.8451004046177054,0.8975903614457831,0.4578313253012048,0.692963639601854,0.0,0.5455095524080901,0.4824175824175824,0.5171584699453552,0.0,1.0,0.5493776875110289,1.0
47,True,,False,insufficient_static_pv_ica,1330301800,1330301800,greenfield,1,False,45000 STORNETTA DR,POINT ARENA,35758,-123.71539312196666,38.94901031721962,0.6387154887741398,201.7487001064706,60.30742387646749,141.44127623000313,56.29986000510978,2.4186199098994983e-05,105.97538796463989,0.0,290060.0,1437.7292138532941,0.9520295202952029,0.8154981549815498,20.682720428801737,2.7931950151346823,3.7604946234184977,1.0,4.0,1460.8278200000002,166.7611666666667,0.156,0.844,controlled_export_or_distribution_upgrade,0.156,227.88913992000002,2531.943510014369,PG&E 60kV,60,PG&E,Operational,OH,west,749.5383021851551,0.00014555007662836095,100.0,1964.9369495001722,74.29904561055316,043381101,POINT ARENA 1101,4611667,93.0,156.0,12,3.0,Mar 2026,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002,R,AG60,AG,1.0,0.9520295202952029,0.8154981549815498,0.8562270786146706,0.0,0.9283940201682148,0.2611721611721612,0.2937704918032787,0.078,0.9450683345856266,0.07950435253008836,0.9963612480842909
48,True,,False,insufficient_static_pv_ica,1331401600,1331401600,greenfield,1,False,42600 MOUNTAIN VIEW RD,MANCHESTER,38116,-123.66615041016021,38.956444021329276,0.6384165568564807,20.54767164350429,20.54767164350429,0.0,0.0,0.0,0.0,0.0,51049.0,2484.417742588273,1.0,0.9375,20.01553589884039,3.6484592267830487,3.6391883452437073,1.0,4.0,1460.8278200000002,166.7611666666667,0.018,0.982,controlled_export_or_distribution_upgrade,0.018,26.29490076,903.5676195332381,PG&E 60kV,60,PG&E,Operational,OH,east,1596.599565843809,0.0007697594202381899,1400.0,4031.989537755506,14.53630920165304,043381101,POINT ARENA 1101,4826063,12.0,18.0,12,3.0,Mar 2026,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002, ,RL160,RL,1.0,1.0,0.9375,0.7515582257411727,0.0,0.9855688328652127,0.2611721611721612,0.2937704918032787,0.009,0.9450683345856266,0.4051217581975298,0.9807560144940453
49,True,,False,insufficient_static_pv_ica,0270510600,0270510600,greenfield,1,False,NONE, ,38421,-123.68855478261209,38.92372973584441,0.6369231087358161,39.14703217478808,36.380841667523235,2.766190507264845,2.766190507265779,0.0,0.0,0.0,0.0,0.0,0.8695652173913043,0.9503105590062112,30.912883221542383,4.479378647519141,5.620524222098616,1.0,4.0,1460.8278200000002,166.7611666666667,0.263,0.737,controlled_export_or_distribution_upgrade,0.263,384.1977166600001,625.0031254106025,PG&E 60kV,60,PG&E,Operational,OH,east,1155.6014377482297,0.0,0.0,,430.6420482666821,043381101,POINT ARENA 1101,4757317,135.0,263.0,12,3.0,Mar 2026,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002,R,RL160,RL,1.0,0.8695652173913043,0.9503105590062112,1.0,0.0,0.6500915705362716,0.2611721611721612,0.2937704918032787,0.1315,0.9450683345856266,0.5352597556098607,1.0
50,True,,False,insufficient_static_pv_ica,1331501700,1331501700,greenfield,1,False,NONE, ,39880,-123.66993144500908,38.95437996570731,0.6358593450526262,16.31876701562024,16.31876701562024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.935064935064935,0.922077922077922,14.678059659149621,4.058684276321879,2.668738119845386,1.0,4.0,1460.8278200000002,166.7611666666667,0.018,0.982,controlled_export_or_distribution_upgrade,0.018,26.29490076,468.8199540368604,PG&E 60kV,60,PG&E,Operational,OH,east,1212.0017707723955,0.000887879441586938,1400.0,3925.1611743662133,0.0,043381101,POINT ARENA 1101,3099438,12.0,18.0,12,3.0,Mar 2026,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002,R,RL160,RL,0.733902982957481,0.935064935064935,0.922077922077922,1.0,0.0,1.0,0.2611721611721612,0.2937704918032787,0.009,0.9450683345856266,0.625740235018039,0.9778030139603265
